start_time_ms, observed_ms, relative_trial_time_ms,x,y,z,rot_x,rot_y,rot_z,hmd_x,hmd_y,hmd_z,wheel_angle_degrees
1862245,1862256,11.12500000,-0.2486,1.1107,0.1163,358.8613,87.4504,98.0342,0.2815,1.2408,-0.2453,269.4392
1862245,1862267,22.25000000,-0.2504,1.1087,0.1159,356.8352,87.4212,98.0516,0.2815,1.2407,-0.2453,271.4973
1862245,1862278,33.37500000,-0.2514,1.1068,0.1158,354.9375,87.3516,98.0552,0.2815,1.2407,-0.2454,273.5255
1862245,1862289,44.50000000,-0.2526,1.1049,0.1156,352.9819,87.3251,98.0662,0.2814,1.2407,-0.2455,275.4301
1862245,1862300,55.50000000,-0.2530,1.1031,0.1153,351.0488,87.2113,98.1303,0.2814,1.2407,-0.2455,277.3863
1862245,1862311,66.62500000,-0.2540,1.1011,0.1153,349.2178,87.2615,98.1718,0.2814,1.2407,-0.2456,279.3337
1862245,1862322,77.75000000,-0.2548,1.0990,0.1148,347.3534,87.1502,98.0841,0.2813,1.2407,-0.2456,281.1558
1862245,1862333,88.87500000,-0.2567,1.0946,0.1146,343.2383,87.0349,98.0532,0.2811,1.2407,-0.2458,285.0901
1862245,1862345,100.00000000,-0.2572,1.0924,0.1143,341.3351,86.9571,98.1643,0.2810,1.2408,-0.2458,287.1413
1862245,1862356,111.12500000,-0.2572,1.0924,0.1143,341.3351,86.9571,98.1643,0.2810,1.2408,-0.2458,287.1413
1862245,1862367,122.25000000,-0.2580,1.0882,0.1142,337.2668,86.7192,98.2633,0.2809,1.2408,-0.2459,291.1238
1862245,1862378,133.25000000,-0.2586,1.0859,0.1141,335.2588,86.6667,98.1822,0.2809,1.2408,-0.2460,293.1378
1862245,1862389,144.37500000,-0.2587,1.0838,0.1143,333.2511,86.4660,98.2866,0.2808,1.2408,-0.2461,295.1382
1862245,1862400,155.50000000,-0.2587,1.0838,0.1143,333.2511,86.4660,98.2866,0.2808,1.2408,-0.2461,295.1382
1862245,1862411,166.62500000,-0.2586,1.0797,0.1141,329.4629,86.2995,98.3705,0.2807,1.2407,-0.2461,299.0594
1862245,1862422,177.75000000,-0.2588,1.0775,0.1139,327.5599,86.1502,98.3750,0.2807,1.2407,-0.2462,300.9517
1862245,1862433,188.87500000,-0.2585,1.0755,0.1136,325.7121,86.0454,98.4363,0.2807,1.2407,-0.2463,302.8576
1862245,1862445,200.00000000,-0.2584,1.0737,0.1136,323.8987,85.9310,98.4896,0.2807,1.2406,-0.2463,304.7065
1862245,1862456,211.12500000,-0.2584,1.0718,0.1135,322.0661,85.7437,98.5971,0.2807,1.2406,-0.2464,306.5206
1862245,1862467,222.12500000,-0.2582,1.0697,0.1135,320.3080,85.6589,98.6030,0.2807,1.2405,-0.2465,308.3618
1862245,1862478,233.25000000,-0.2581,1.0679,0.1134,318.5036,85.5886,98.6092,0.2807,1.2405,-0.2465,310.1134
1862245,1862489,244.37500000,-0.2578,1.0661,0.1135,316.7639,85.3626,98.8121,0.2807,1.2404,-0.2467,311.9093
1862245,1862500,255.50000000,-0.2578,1.0661,0.1135,316.7639,85.3626,98.8121,0.2807,1.2404,-0.2467,311.9093
1862245,1862511,266.62500000,-0.2574,1.0642,0.1134,314.9103,85.2676,98.7489,0.2808,1.2403,-0.2467,313.6626
1862245,1862522,277.75000000,-0.2574,1.0642,0.1134,314.9103,85.2676,98.7489,0.2808,1.2403,-0.2467,313.6626
1862245,1862533,288.87500000,-0.2564,1.0587,0.1133,310.1234,84.9003,99.0552,0.2808,1.2403,-0.2471,318.8247
1862245,1862544,299.87500000,-0.2560,1.0570,0.1131,308.4557,84.7108,99.0760,0.2808,1.2403,-0.2472,320.2845
1862245,1862556,311.00000000,-0.2555,1.0554,0.1131,307.0185,84.5499,99.2406,0.2807,1.2403,-0.2474,321.9467
1862245,1862567,322.25000000,-0.2555,1.0554,0.1131,307.0185,84.5499,99.2406,0.2807,1.2403,-0.2474,321.9467
1862245,1862578,333.37500000,-0.2547,1.0536,0.1130,305.4451,84.4348,99.3172,0.2807,1.2404,-0.2475,323.3862
1862245,1862589,344.50000000,-0.2529,1.0505,0.1132,302.1866,83.9946,99.6320,0.2806,1.2405,-0.2478,326.6507
1862245,1862600,355.62500000,-0.2520,1.0488,0.1132,300.4648,83.8716,99.6978,0.2805,1.2406,-0.2480,328.2092
1862245,1862611,366.75000000,-0.2512,1.0472,0.1133,298.7686,83.5877,99.9357,0.2804,1.2406,-0.2482,329.9177
1862245,1862622,377.87500000,-0.2498,1.0458,0.1132,297.0279,83.1787,100.2544,0.2803,1.2406,-0.2483,331.6149
1862245,1862633,388.87500000,-0.2489,1.0442,0.1135,295.3660,83.0085,100.3809,0.2803,1.2407,-0.2485,333.3621
1862245,1862645,400.00000000,-0.2479,1.0429,0.1135,293.5883,82.7023,100.6088,0.2802,1.2407,-0.2487,335.0111
1862245,1862656,411.12500000,-0.2470,1.0411,0.1129,291.8738,82.3384,100.9661,0.2802,1.2407,-0.2488,336.7815
1862245,1862667,422.25000000,-0.2470,1.0411,0.1129,291.8738,82.3384,100.9661,0.2802,1.2407,-0.2488,336.7815
1862245,1862678,433.37500000,-0.2460,1.0394,0.1132,290.1686,81.9152,101.4589,0.2801,1.2407,-0.2489,338.4948
1862245,1862689,444.50000000,-0.2450,1.0381,0.1133,288.3016,81.3503,101.8352,0.2800,1.2408,-0.2490,340.2035
1862245,1862700,455.62500000,-0.2438,1.0366,0.1126,286.6667,80.6445,102.6407,0.2799,1.2408,-0.2492,342.0639
1862245,1862711,466.62500000,-0.2413,1.0338,0.1134,283.1339,78.7802,104.3744,0.2798,1.2407,-0.2494,345.4870
1862245,1862722,477.75000000,-0.2399,1.0323,0.1129,281.4255,77.6801,105.4535,0.2798,1.2407,-0.2495,347.2610
1862245,1862733,488.87500000,-0.2399,1.0323,0.1129,281.4255,77.6801,105.4535,0.2798,1.2407,-0.2495,347.2610
1862245,1862745,500.00000000,-0.2370,1.0296,0.1133,277.8724,72.9959,110.0215,0.2797,1.2407,-0.2498,350.7628
1862245,1862756,511.12500000,-0.2370,1.0296,0.1133,277.8724,72.9959,110.0215,0.2797,1.2407,-0.2498,350.7628
1862245,1862767,522.25000000,-0.2357,1.0282,0.1126,276.2128,69.2104,113.8461,0.2796,1.2406,-0.2499,352.5947
1862245,1862778,533.37500000,-0.2341,1.0266,0.1130,274.5612,62.4783,120.4379,0.2796,1.2406,-0.2500,354.3106
1862245,1862789,544.50000000,-0.2327,1.0256,0.1131,273.1068,49.0608,133.8559,0.2795,1.2405,-0.2501,356.0631
1862245,1862800,555.50000000,-0.2312,1.0243,0.1127,272.0338,17.0948,165.7088,0.2795,1.2405,-0.2502,357.7573
1862245,1862811,566.62500000,-0.2296,1.0230,0.1129,272.1541,328.7906,213.8792,0.2794,1.2405,-0.2504,359.4974
1862245,1862822,577.75000000,-0.2279,1.0217,0.1128,273.2567,301.6772,240.9261,0.2794,1.2405,-0.2505,1.2018
1862245,1862833,588.87500000,-0.2264,1.0206,0.1128,274.7455,289.8105,252.7557,0.2794,1.2405,-0.2506,2.8489
1862245,1862845,600.00000000,-0.2248,1.0197,0.1128,276.3203,283.8345,258.6821,0.2793,1.2405,-0.2507,4.5361
1862245,1862856,611.12500000,-0.2230,1.0188,0.1127,278.0225,279.8818,262.5685,0.2792,1.2406,-0.2509,6.2025
1862245,1862867,622.25000000,-0.2211,1.0181,0.1132,279.8194,277.3249,265.0256,0.2792,1.2406,-0.2510,7.9614
1862245,1862878,633.25000000,-0.2192,1.0175,0.1130,281.5894,275.5252,266.7483,0.2791,1.2406,-0.2511,9.7896
1862245,1862889,644.37500000,-0.2173,1.0167,0.1131,283.3935,274.0974,268.1245,0.2791,1.2406,-0.2511,11.5788
1862245,1862900,655.50000000,-0.2156,1.0162,0.1137,285.2116,273.3045,268.8571,0.2790,1.2406,-0.2512,13.3955
1862245,1862911,666.62500000,-0.2136,1.0159,0.1137,287.0570,272.6563,269.4464,0.2789,1.2407,-0.2512,15.2184
1862245,1862922,677.75000000,-0.2115,1.0154,0.1138,288.9070,271.8195,270.1816,0.2788,1.2407,-0.2512,17.0667
1862245,1862933,688.87500000,-0.2099,1.0149,0.1141,290.7477,271.3405,270.6694,0.2786,1.2407,-0.2512,18.9177
1862245,1862945,700.00000000,-0.2078,1.0147,0.1141,292.6713,270.7758,271.0776,0.2785,1.2406,-0.2512,20.7584
1862245,1862956,711.12500000,-0.2057,1.0139,0.1141,294.3941,270.2702,271.5426,0.2784,1.2406,-0.2512,22.6788
1862245,1862967,722.12500000,-0.2034,1.0137,0.1143,296.1761,270.1402,271.7346,0.2783,1.2406,-0.2511,24.3974
1862245,1862978,733.25000000,-0.2015,1.0137,0.1141,297.9155,270.0594,271.8366,0.2782,1.2406,-0.2511,26.1781
1862245,1862989,744.37500000,-0.1995,1.0128,0.1128,299.6346,269.8794,271.8783,0.2781,1.2406,-0.2511,27.9164
1862245,1863000,755.50000000,-0.1981,1.0125,0.1128,301.3668,269.6902,272.0946,0.2780,1.2406,-0.2511,29.6327
1862245,1863011,766.62500000,-0.1962,1.0122,0.1132,303.0001,269.4935,272.1800,0.2779,1.2405,-0.2510,31.3612
1862245,1863022,777.75000000,-0.1946,1.0125,0.1133,304.6159,269.3023,272.3687,0.2778,1.2406,-0.2510,32.9906
1862245,1863033,788.87500000,-0.1928,1.0130,0.1140,306.2754,269.4878,272.1234,0.2776,1.2405,-0.2510,34.6015
1862245,1863044,799.87500000,-0.1911,1.0127,0.1143,307.8663,269.2104,272.3516,0.2775,1.2405,-0.2510,36.2653
1862245,1863056,811.00000000,-0.1895,1.0131,0.1145,309.3295,268.9320,272.5608,0.2774,1.2405,-0.2509,37.8490
1862245,1863067,822.25000000,-0.1878,1.0134,0.1145,310.8581,269.1529,272.2983,0.2773,1.2405,-0.2509,39.3041
1862245,1863078,833.37500000,-0.1858,1.0138,0.1144,312.3717,268.8043,272.4938,0.2771,1.2406,-0.2510,40.8390
1862245,1863089,844.50000000,-0.1842,1.0145,0.1146,313.8593,268.9447,272.3379,0.2770,1.2406,-0.2510,42.3429
1862245,1863100,855.62500000,-0.1826,1.0147,0.1146,315.4323,268.8181,272.3423,0.2769,1.2406,-0.2511,43.8344
1862245,1863111,866.75000000,-0.1808,1.0151,0.1146,317.0286,268.6344,272.2729,0.2768,1.2405,-0.2511,45.4039
1862245,1863122,877.87500000,-0.1791,1.0159,0.1149,318.6599,268.2994,272.4699,0.2767,1.2404,-0.2512,46.9971
1862245,1863133,888.87500000,-0.1776,1.0167,0.1151,320.0943,268.5159,272.4164,0.2767,1.2404,-0.2513,48.6174
1862245,1863145,900.00000000,-0.1759,1.0169,0.1153,321.5393,268.2990,272.5865,0.2766,1.2404,-0.2513,50.0558
1862245,1863156,911.12500000,-0.1737,1.0179,0.1167,323.0074,268.2218,272.5635,0.2765,1.2404,-0.2513,51.4915
1862245,1863167,922.25000000,-0.1727,1.0184,0.1170,324.5223,268.1898,272.5450,0.2763,1.2404,-0.2514,52.9571
1862245,1863178,933.37500000,-0.1711,1.0198,0.1167,325.9659,268.0693,272.5406,0.2761,1.2405,-0.2514,54.4704
1862245,1863189,944.50000000,-0.1693,1.0202,0.1172,327.4277,267.8875,272.6895,0.2760,1.2405,-0.2515,55.9101
1862245,1863200,955.62500000,-0.1684,1.0209,0.1176,328.9756,267.7891,272.7098,0.2759,1.2406,-0.2515,57.3618
1862245,1863211,966.62500000,-0.1668,1.0226,0.1170,330.4910,267.6952,272.6775,0.2758,1.2407,-0.2515,58.9049
1862245,1863222,977.75000000,-0.1649,1.0226,0.1167,332.0775,267.6334,272.6884,0.2757,1.2407,-0.2514,60.4172
1862245,1863233,988.87500000,-0.1639,1.0235,0.1173,333.7317,267.5909,272.6345,0.2757,1.2408,-0.2514,61.9996
1862245,1863245,1000.00000000,-0.1621,1.0251,0.1172,335.4282,267.4707,272.6190,0.2756,1.2408,-0.2513,63.6524
1862245,1863256,1011.12500000,-0.1609,1.0249,0.1156,337.0928,267.6239,272.6197,0.2756,1.2409,-0.2513,65.3442
1862245,1863267,1022.25000000,-0.1597,1.0260,0.1159,338.8418,267.5729,272.5747,0.2756,1.2409,-0.2512,67.0104
1862245,1863278,1033.37500000,-0.1579,1.0271,0.1162,340.7025,267.4721,272.5323,0.2756,1.2410,-0.2512,68.7574
1862245,1863289,1044.50000000,-0.1560,1.0287,0.1174,342.5577,267.3446,272.5590,0.2755,1.2410,-0.2511,70.6144
1862245,1863300,1055.50000000,-0.1545,1.0301,0.1178,344.4503,267.3164,272.5858,0.2757,1.2411,-0.2511,72.4622
1862245,1863311,1066.62500000,-0.1531,1.0318,0.1183,346.4270,267.2156,272.6222,0.2756,1.2411,-0.2510,74.3499
1862245,1863322,1077.75000000,-0.1514,1.0334,0.1187,348.3998,267.1295,272.5601,0.2756,1.2412,-0.2509,76.3186
1862245,1863333,1088.87500000,-0.1501,1.0349,0.1192,350.2978,267.0968,272.6436,0.2756,1.2412,-0.2508,78.2884
1862245,1863345,1100.00000000,-0.1487,1.0369,0.1193,352.3268,267.0162,272.5496,0.2756,1.2411,-0.2508,80.1780
1862245,1863356,1111.12500000,-0.1477,1.0389,0.1191,354.3174,266.9650,272.5575,0.2756,1.2411,-0.2507,82.2055
1862245,1863367,1122.25000000,-0.1454,1.0408,0.1193,356.4063,266.8733,272.5057,0.2754,1.2411,-0.2507,84.1905
1862245,1863378,1133.25000000,-0.1441,1.0428,0.1194,358.3969,266.8098,272.5008,0.2755,1.2412,-0.2506,86.2751
1862245,1863389,1144.37500000,-0.1430,1.0444,0.1193,0.4214,266.6855,272.5077,0.2755,1.2412,-0.2506,88.2602
1862245,1863400,1155.50000000,-0.1418,1.0463,0.1195,2.3793,266.5636,272.4333,0.2754,1.2411,-0.2506,90.2757
1862245,1863411,1166.62500000,-0.1408,1.0483,0.1197,4.3132,266.5436,272.4529,0.2755,1.2411,-0.2505,92.2292
1862245,1863422,1177.75000000,-0.1398,1.0502,0.1197,6.2458,266.4093,272.2748,0.2754,1.2411,-0.2505,94.1578
1862245,1863433,1188.87500000,-0.1387,1.0522,0.1198,8.1532,266.3718,272.3500,0.2755,1.2411,-0.2505,96.0919
1862245,1863445,1200.00000000,-0.1378,1.0538,0.1203,10.0985,266.2527,272.1910,0.2754,1.2412,-0.2505,97.9897
1862245,1863456,1211.12500000,-0.1375,1.0551,0.1187,12.0214,266.3179,272.2029,0.2754,1.2412,-0.2505,99.9363
1862245,1863467,1222.12500000,-0.1365,1.0570,0.1186,14.0144,266.1785,272.1367,0.2755,1.2413,-0.2505,101.8588
1862245,1863478,1233.25000000,-0.1360,1.0590,0.1195,15.9858,266.0670,272.0673,0.2755,1.2413,-0.2506,103.8461
1862245,1863489,1244.37500000,-0.1354,1.0609,0.1190,17.9932,266.0708,271.9970,0.2756,1.2413,-0.2506,105.8136
1862245,1863500,1255.50000000,-0.1345,1.0630,0.1190,20.0721,266.0212,271.9879,0.2757,1.2413,-0.2506,107.8233
1862245,1863511,1266.62500000,-0.1342,1.0652,0.1196,22.1735,265.8737,271.8303,0.2757,1.2414,-0.2506,109.8978
1862245,1863522,1277.75000000,-0.1337,1.0674,0.1198,24.3042,265.8941,271.9012,0.2757,1.2414,-0.2506,111.9993
1862245,1863533,1288.87500000,-0.1333,1.0697,0.1199,26.5286,265.8057,271.7470,0.2757,1.2415,-0.2507,114.1247
1862245,1863544,1299.87500000,-0.1332,1.0723,0.1204,28.7110,265.8655,271.8062,0.2757,1.2415,-0.2507,116.3526
1862245,1863556,1311.00000000,-0.1331,1.0745,0.1202,30.9213,265.7564,271.6554,0.2757,1.2414,-0.2508,118.5336
1862245,1863567,1322.25000000,-0.1333,1.0767,0.1204,32.9312,265.6785,271.6356,0.2756,1.2414,-0.2509,120.7466
1862245,1863578,1333.37500000,-0.1334,1.0791,0.1207,35.0026,265.6190,271.5812,0.2756,1.2415,-0.2509,122.7531
1862245,1863589,1344.50000000,-0.1337,1.0811,0.1205,36.9565,265.5070,271.5685,0.2756,1.2415,-0.2510,124.8246
1862245,1863600,1355.62500000,-0.1331,1.0831,0.1206,38.7930,265.2907,271.4270,0.2757,1.2415,-0.2511,126.7732
1862245,1863611,1366.75000000,-0.1331,1.0831,0.1206,38.7930,265.2907,271.4270,0.2757,1.2415,-0.2511,126.7732
1862245,1863622,1377.87500000,-0.1338,1.0872,0.1207,42.3983,265.1117,271.3587,0.2756,1.2417,-0.2513,130.4176
1862245,1863633,1388.87500000,-0.1339,1.0890,0.1208,44.2047,264.8890,271.2129,0.2756,1.2418,-0.2514,132.2084
1862245,1863645,1400.00000000,-0.1345,1.0915,0.1212,45.9092,264.7061,271.0485,0.2756,1.2418,-0.2514,134.0128
1862245,1863656,1411.12500000,-0.1351,1.0930,0.1205,47.5927,264.6566,271.1082,0.2757,1.2417,-0.2516,135.7191
1862245,1863667,1422.25000000,-0.1358,1.0942,0.1209,49.2752,264.3453,270.8394,0.2757,1.2417,-0.2517,137.3984
1862245,1863678,1433.37500000,-0.1362,1.0953,0.1208,50.8688,264.1296,270.7266,0.2758,1.2416,-0.2517,139.0826
1862245,1863689,1444.50000000,-0.1369,1.0966,0.1203,52.5202,264.0501,270.7515,0.2757,1.2416,-0.2518,140.6740
1862245,1863700,1455.62500000,-0.1372,1.0981,0.1202,54.1895,263.8202,270.5455,0.2757,1.2415,-0.2518,142.3229
1862245,1863711,1466.62500000,-0.1377,1.0995,0.1200,55.8371,263.6650,270.4674,0.2756,1.2415,-0.2518,143.9963
1862245,1863722,1477.75000000,-0.1385,1.1007,0.1193,57.5237,263.4558,270.2532,0.2756,1.2416,-0.2518,145.6446
1862245,1863733,1488.87500000,-0.1394,1.1020,0.1192,59.0840,263.1855,270.0189,0.2755,1.2416,-0.2518,147.3382
1862245,1863745,1500.00000000,-0.1402,1.1036,0.1192,60.6041,262.8944,269.7749,0.2754,1.2415,-0.2517,148.9035
1862245,1863756,1511.12500000,-0.1409,1.1050,0.1192,62.1278,262.6014,269.5180,0.2754,1.2415,-0.2517,150.4286
1862245,1863767,1522.25000000,-0.1409,1.1050,0.1192,62.1278,262.6014,269.5180,0.2754,1.2415,-0.2517,150.4286
1862245,1863778,1533.37500000,-0.1424,1.1065,0.1188,63.4613,262.2169,269.1684,0.2755,1.2415,-0.2517,151.9587
1862245,1863789,1544.50000000,-0.1432,1.1105,0.1210,66.4636,261.5768,268.6961,0.2755,1.2414,-0.2517,154.7954
1862245,1863800,1555.50000000,-0.1432,1.1105,0.1210,66.4636,261.5768,268.6961,0.2755,1.2414,-0.2517,154.7954
1862245,1863811,1566.62500000,-0.1448,1.1137,0.1202,69.5164,260.6055,267.7784,0.2756,1.2415,-0.2517,157.8551
1862245,1863822,1577.75000000,-0.1456,1.1154,0.1207,71.1241,260.0905,267.3126,0.2755,1.2415,-0.2517,159.3907
1862245,1863833,1588.87500000,-0.1471,1.1171,0.1204,72.6388,259.2628,266.5086,0.2754,1.2415,-0.2517,161.0116
1862245,1863845,1600.00000000,-0.1478,1.1172,0.1199,74.0891,258.7370,266.1440,0.2754,1.2415,-0.2518,162.5469
1862245,1863856,1611.12500000,-0.1490,1.1189,0.1217,75.7094,257.3658,264.8942,0.2753,1.2415,-0.2518,164.0045
1862245,1863867,1622.25000000,-0.1501,1.1211,0.1211,77.2576,255.9277,263.4507,0.2752,1.2416,-0.2519,165.6537
1862245,1863878,1633.25000000,-0.1501,1.1211,0.1211,77.2576,255.9277,263.4507,0.2752,1.2416,-0.2519,165.6537
1862245,1863889,1644.37500000,-0.1512,1.1219,0.1208,78.8718,254.5423,262.1196,0.2751,1.2416,-0.2519,167.2404
1862245,1863900,1655.50000000,-0.1521,1.1236,0.1216,80.4766,251.4467,259.1169,0.2750,1.2416,-0.2519,168.8872
1862245,1863911,1666.62500000,-0.1558,1.1255,0.1215,83.6712,242.9890,250.7034,0.2749,1.2416,-0.2519,172.2631
1862245,1863922,1677.75000000,-0.1558,1.1255,0.1215,83.6712,242.9890,250.7034,0.2749,1.2416,-0.2519,172.2631
1862245,1863933,1688.87500000,-0.1572,1.1266,0.1213,85.1117,234.4778,242.1683,0.2748,1.2416,-0.2520,173.9754
1862245,1863945,1700.00000000,-0.1598,1.1287,0.1209,87.1709,196.6291,204.4562,0.2746,1.2416,-0.2522,177.2044
1862245,1863956,1711.12500000,-0.1615,1.1296,0.1209,87.2354,163.9454,171.7575,0.2746,1.2416,-0.2522,178.8182
1862245,1863967,1722.12500000,-0.1629,1.1309,0.1207,86.5053,137.6802,145.4950,0.2746,1.2416,-0.2523,180.3999
1862245,1863978,1733.25000000,-0.1658,1.1327,0.1210,83.7266,112.9935,120.8936,0.2745,1.2415,-0.2523,181.9976
1862245,1863989,1744.37500000,-0.1658,1.1327,0.1210,83.7266,112.9935,120.8936,0.2745,1.2415,-0.2523,181.9976
1862245,1864000,1755.50000000,-0.1658,1.1327,0.1210,83.7266,112.9935,120.8936,0.2745,1.2415,-0.2523,181.9976
1862245,1864011,1766.62500000,-0.1694,1.1344,0.1206,80.5210,103.6180,111.5420,0.2745,1.2414,-0.2526,187.1483
1862245,1864022,1777.75000000,-0.1709,1.1353,0.1208,78.8731,101.1929,109.2003,0.2745,1.2414,-0.2526,188.9009
1862245,1864033,1788.87500000,-0.1735,1.1360,0.1210,77.1994,99.2993,107.2632,0.2744,1.2413,-0.2526,190.6107
1862245,1864044,1799.87500000,-0.1753,1.1362,0.1206,75.5132,97.7685,105.7700,0.2745,1.2412,-0.2526,192.3425
1862245,1864056,1811.00000000,-0.1770,1.1370,0.1210,73.7690,96.6629,104.7244,0.2745,1.2412,-0.2526,194.0786
1862245,1864067,1822.25000000,-0.1791,1.1379,0.1207,71.9724,95.6035,103.6916,0.2745,1.2411,-0.2526,195.8552
1862245,1864078,1833.37500000,-0.1791,1.1379,0.1207,71.9724,95.6035,103.6916,0.2745,1.2411,-0.2526,195.8552
1862245,1864089,1844.50000000,-0.1830,1.1389,0.1209,68.2789,94.1826,102.4973,0.2746,1.2410,-0.2527,199.5658
1862245,1864100,1855.62500000,-0.1844,1.1396,0.1206,66.4313,93.3984,101.8271,0.2747,1.2410,-0.2527,201.4344
1862245,1864111,1866.75000000,-0.1863,1.1399,0.1200,64.5798,92.7891,101.2908,0.2747,1.2411,-0.2527,203.3237
1862245,1864122,1877.87500000,-0.1881,1.1403,0.1202,62.7084,92.3176,100.9014,0.2748,1.2411,-0.2527,205.2092
1862245,1864133,1888.87500000,-0.1897,1.1405,0.1200,60.9372,91.7906,100.5172,0.2748,1.2411,-0.2528,207.1073
1862245,1864145,1900.00000000,-0.1916,1.1407,0.1198,59.1278,91.4360,100.1737,0.2749,1.2411,-0.2528,208.9140
1862245,1864156,1911.12500000,-0.1935,1.1408,0.1196,57.2309,91.1176,99.8908,0.2750,1.2411,-0.2528,210.7483
1862245,1864167,1922.25000000,-0.1963,1.1401,0.1202,55.3833,90.8450,99.6485,0.2750,1.2411,-0.2528,212.6689
1862245,1864178,1933.37500000,-0.1984,1.1401,0.1202,53.5224,90.5943,99.4582,0.2751,1.2411,-0.2528,214.5382
1862245,1864189,1944.50000000,-0.2006,1.1397,0.1197,51.6177,90.3685,99.2644,0.2752,1.2411,-0.2528,216.4203
1862245,1864200,1955.62500000,-0.2025,1.1391,0.1196,49.6912,90.2124,99.1246,0.2751,1.2411,-0.2528,218.3455
1862245,1864211,1966.62500000,-0.2046,1.1392,0.1196,47.8267,90.0520,99.0556,0.2752,1.2411,-0.2527,220.2869
1862245,1864222,1977.75000000,-0.2067,1.1388,0.1193,45.9485,89.8545,98.9278,0.2753,1.2411,-0.2526,222.1678
1862245,1864233,1988.87500000,-0.2067,1.1388,0.1193,45.9485,89.8545,98.9278,0.2753,1.2411,-0.2526,222.1678
1862245,1864245,2000.00000000,-0.2112,1.1382,0.1189,42.2454,89.6139,98.7665,0.2753,1.2411,-0.2525,225.9863
1862245,1864256,2011.12500000,-0.2131,1.1378,0.1189,40.4651,89.4983,98.7603,0.2754,1.2411,-0.2523,227.7994
1862245,1864267,2022.25000000,-0.2148,1.1368,0.1192,38.8607,89.3913,98.7684,0.2754,1.2410,-0.2521,229.5948
1862245,1864278,2033.37500000,-0.2166,1.1361,0.1190,37.1655,89.2387,98.7060,0.2755,1.2410,-0.2520,231.2141
1862245,1864289,2044.50000000,-0.2184,1.1354,0.1185,35.4304,89.1157,98.5782,0.2756,1.2410,-0.2519,232.9300
1862245,1864300,2055.50000000,-0.2195,1.1345,0.1185,33.8235,89.0187,98.4771,0.2757,1.2409,-0.2517,234.6817
1862245,1864311,2066.62500000,-0.2213,1.1340,0.1184,32.0774,88.9217,98.4340,0.2758,1.2409,-0.2515,236.3021
1862245,1864322,2077.75000000,-0.2230,1.1332,0.1180,30.3594,88.8375,98.3575,0.2758,1.2409,-0.2514,238.0629
1862245,1864333,2088.87500000,-0.2247,1.1319,0.1181,28.6075,88.7417,98.2896,0.2759,1.2409,-0.2512,239.7934
1862245,1864345,2100.00000000,-0.2266,1.1315,0.1180,26.7883,88.6626,98.2642,0.2759,1.2409,-0.2511,241.5595
1862245,1864356,2111.12500000,-0.2285,1.1304,0.1175,24.9330,88.6124,98.2308,0.2760,1.2408,-0.2509,243.3917
1862245,1864367,2122.25000000,-0.2307,1.1289,0.1177,23.0784,88.5476,98.1954,0.2759,1.2408,-0.2508,245.2558
1862245,1864378,2133.25000000,-0.2327,1.1281,0.1176,21.1377,88.4724,98.1958,0.2759,1.2408,-0.2506,247.1210
1862245,1864389,2144.37500000,-0.2327,1.1281,0.1176,21.1377,88.4724,98.1958,0.2759,1.2408,-0.2506,247.1210
1862245,1864400,2155.50000000,-0.2345,1.1269,0.1174,19.1219,88.3461,98.1222,0.2759,1.2408,-0.2505,249.0746
1862245,1864411,2166.62500000,-0.2382,1.1242,0.1170,15.0617,88.2159,98.0915,0.2758,1.2408,-0.2502,253.1215
1862245,1864422,2177.75000000,-0.2400,1.1227,0.1169,12.9482,88.1117,98.0493,0.2758,1.2408,-0.2501,255.1904
1862245,1864433,2188.87500000,-0.2412,1.1208,0.1167,10.7606,88.0458,97.9850,0.2758,1.2408,-0.2500,257.3191
1862245,1864445,2200.00000000,-0.2428,1.1192,0.1164,8.6225,87.9379,97.9932,0.2757,1.2407,-0.2499,259.5150
1862245,1864456,2211.12500000,-0.2444,1.1174,0.1163,6.4428,87.8290,97.9654,0.2756,1.2407,-0.2499,261.6694
1862245,1864467,2222.12500000,-0.2453,1.1151,0.1164,4.2399,87.7969,97.9526,0.2757,1.2407,-0.2497,263.8637
1862245,1864478,2233.25000000,-0.2468,1.1133,0.1162,2.0424,87.7013,97.9356,0.2756,1.2407,-0.2496,266.0702
1862245,1864489,2244.37500000,-0.2480,1.1113,0.1161,359.8135,87.5786,97.9587,0.2755,1.2406,-0.2496,268.2794
1862245,1864500,2255.50000000,-0.2498,1.1087,0.1160,357.4649,87.5360,97.9748,0.2755,1.2406,-0.2494,270.5247
1862245,1864511,2266.62500000,-0.2511,1.1067,0.1159,355.2252,87.4192,97.9987,0.2755,1.2406,-0.2494,272.8774
1862245,1864522,2277.75000000,-0.2520,1.1044,0.1158,352.9263,87.2998,97.9976,0.2754,1.2405,-0.2492,275.1311
1862245,1864533,2288.87500000,-0.2520,1.1044,0.1158,352.9263,87.2998,97.9976,0.2754,1.2405,-0.2492,275.1311
1862245,1864544,2299.87500000,-0.2533,1.1022,0.1157,350.6500,87.2377,97.9816,0.2752,1.2406,-0.2492,277.4420
1862245,1864556,2311.00000000,-0.2540,1.0998,0.1155,348.6111,87.2694,97.9839,0.2752,1.2405,-0.2491,279.7210
1862245,1864567,2322.25000000,-0.2550,1.0978,0.1157,346.3302,87.0735,98.1590,0.2751,1.2405,-0.2490,281.7512
